candidate_id,username,name,email,phone,age,field_of_study,education_level,cgpa,skills,experience_months,resume_path,registration_date,preferred_locations,district_type,social_category,gender,past_participation
CAND_3E9AC6E7,91515108,"Professional Summary
Seeking",91515108@email.com,,,BUSINESS-DEVELOPMENT,Master's,2.0,"Go, AI, Leadership, Strategy, Marketing, Communication",0,data\AUTOMOBILE\91515108.pdf,2025-09-07 23:41:39,,,,,
CAND_36C98801,97449528,"Summary
Highly",97449528@email.com,,,ACCOUNTANT,Bachelor's,2.0,"Go, Spring, AI, Leadership, Finance, Accounting, Research, Communication, API, REST",120,data\AUTOMOBILE\97449528.pdf,2025-09-07 23:41:41,,,,,
CAND_1C8A1CC6,99680385,Summary,99680385@email.com,,,CONSULTANT,Master's,2.0,"Go, AI, Project Management, Consulting, Communication, API",12,data\AUTOMOBILE\99680385.pdf,2025-09-07 23:41:43,,,,,
CAND_727BC0CC,10176815,"Summary
Seeking",10176815@email.com,,,AVIATION,Bachelor's,8.075,"HTML, Git, AI, Communication, API",0,data\AVIATION\10176815.pdf,2025-09-07 23:41:44,,,,,
CAND_D2AD10D4,10189110,"Professional Profile
Productive",10189110@email.com,,,ACCOUNTANT,Master's,2.0,"Go, AI, Sales, Finance, Accounting, Communication",120,data\AVIATION\10189110.pdf,2025-09-07 23:41:47,,,,,
CAND_6F338D8C,10395944,Summary,10395944@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Leadership, Communication, API, REST",12,data\AVIATION\10395944.pdf,2025-09-07 23:41:47,,,,,
CAND_4AB7D222,10567764,Summary,10567764@email.com,,,PUBLIC-RELATIONS,Bachelor's,7.5,"Go, HTML, AI, Communication, REST",6,data\AVIATION\10567764.pdf,2025-09-07 23:41:49,,,,,
CAND_15C66BB0,10945968,"Summary
My",10945968@email.com,,,Science,Bachelor's,7.5,"Java, Go, Spring, AI, Project Management, REST",120,data\AVIATION\10945968.pdf,2025-09-07 23:41:50,,,,,
CAND_5C571FDD,11137306,"Summary
Experienced Electronic Technician",11137306@email.com,,,AVIATION,Bachelor's,7.5,"Git, AI, Operations, Communication, REST",12,data\AVIATION\11137306.pdf,2025-09-07 23:41:52,,,,,
CAND_B711779A,11169163,"Summary
Administrative",11169163@email.com,,,Management,Master's,7.5,"Go, CSS, AI, Sales, Operations",12,data\AVIATION\11169163.pdf,2025-09-07 23:41:54,,,,,
CAND_30C2195A,11333001,"Summary
Multi",11333001@email.com,,,BPO,Bachelor's,7.5,"Go, AI, Leadership, Sales, Business Development, Operations, Communication, REST",6,data\AVIATION\11333001.pdf,2025-09-07 23:41:55,,,,,
CAND_C2CEDA09,11614114,"Summary
Accomplished",11614114@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Leadership, Communication",120,data\AVIATION\11614114.pdf,2025-09-07 23:41:57,,,,,
CAND_0A6AFF30,11752500,"Professional Summary
Technically",11752500@email.com,,,PUBLIC-RELATIONS,Bachelor's,7.5,"Go, AI, Project Management, Leadership, Sales, Communication",120,data\AVIATION\11752500.pdf,2025-09-07 23:41:58,,,,,
CAND_59DF9ADC,11804712,"Highlights
Technical Proficiencies",11804712@email.com,,,PUBLIC-RELATIONS,Bachelor's,2.0,"Go, AI, Leadership, Operations, Communication",6,data\AVIATION\11804712.pdf,2025-09-07 23:42:00,,,,,
CAND_67819DB3,11959428,Summary,11959428@email.com,,,AVIATION,Bachelor's,7.5,AI,0,data\AVIATION\11959428.pdf,2025-09-07 23:42:01,,,,,
CAND_0CC37F10,12043694,"Career Focus
To",12043694@email.com,,,AUTOMOBILE,Master's,7.5,"Go, AI, Operations, Research, REST",6,data\AVIATION\12043694.pdf,2025-09-07 23:42:03,,,,,
CAND_281FF6DA,12144825,"Summary
Highly",12144825@email.com,,,ACCOUNTANT,Bachelor's,2.0,"Python, Java, JavaScript, C++, PHP, Go, HTML, CSS, SQL, MySQL, PostgreSQL, Docker, Git, Linux, Leadership, Analytics, Communication, API",6,data\AVIATION\12144825.pdf,2025-09-07 23:42:04,,,,,
CAND_622BF4C6,12192507,"Summary
Graduated Bridgewater State University",12192507@email.com,,,AVIATION,Master's,7.5,"Go, AI, Operations, Communication, REST",0,data\AVIATION\12192507.pdf,2025-09-07 23:42:04,,,,,
CAND_9F863A70,12239749,"Professional Summary
Professional",12239749@email.com,(916) 212-0053,,PUBLIC-RELATIONS,Master's,8.95,"Go, AI, Leadership, Research, Communication",6,data\AVIATION\12239749.pdf,2025-09-07 23:42:06,,,,,
CAND_9FFF8F2A,12504278,"Summary
To",12504278@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Strategy, Marketing, Accounting, Research, Communication",0,data\AVIATION\12504278.pdf,2025-09-07 23:42:07,,,,,
CAND_5BE679B7,12904972,"Skills
Fiber Optics Repair Technical Skill Set",12904972@email.com,,,Management,Master's,7.5,"AI, Project Management, Sales, Communication, IoT",12,data\AVIATION\12904972.pdf,2025-09-07 23:42:09,,,,,
CAND_4D173624,13195436,"Summary
To",13195436@email.com,155 2013-2014,,AVIATION,Master's,7.5,"Go, AI, Leadership, Communication, Teamwork",6,data\AVIATION\13195436.pdf,2025-09-07 23:42:11,,,,,
CAND_D0E5E881,13234267,"Skill Highlights
Project",13234267@email.com,(4063243003,,Management,Master's,10.0,"Go, AI, Project Management, Leadership, Operations, Communication",0,data\AVIATION\13234267.pdf,2025-09-07 23:42:13,,,,,
CAND_4CDD4AA1,13405229,"Career Overview
Highly",13405229@email.com,,,ADVOCATE,Bachelor's,9.445,"AI, Marketing, Sales",12,data\AVIATION\13405229.pdf,2025-09-07 23:42:15,,,,,
CAND_C4FB4345,14589288,"Summary
Aircraft Mechanic",14589288@email.com,,,PUBLIC-RELATIONS,Bachelor's,2.0,"AI, Leadership",6,data\AVIATION\14589288.pdf,2025-09-07 23:42:16,,,,,
CAND_94C67494,14790629,"Summary
Charismatic",14790629@email.com,,,BUSINESS-DEVELOPMENT,Master's,7.5,"Go, AI, Leadership, Marketing, Sales, Business Development, Operations, Research, Communication",0,data\AVIATION\14790629.pdf,2025-09-07 23:42:17,,,,,
CAND_5D1D3FC3,14874322,"Summary
Air Freight Agent",14874322@email.com,,,AVIATION,Bachelor's,2.0,"Go, AI",0,data\AVIATION\14874322.pdf,2025-09-07 23:42:19,,,,,
CAND_783ED6B8,15618327,"Summary
Highly",15618327@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Leadership, Accounting, Communication",0,data\AVIATION\15618327.pdf,2025-09-07 23:42:20,,,,,
CAND_C9664391,15684810,"Summary
Seeking",15684810@email.com,2010-08-25,,Arts,Bachelor's,2.0,"Go, Git, AI, Marketing, Sales, Operations, Research, API, IoT",6,data\AVIATION\15684810.pdf,2025-09-07 23:42:22,,,,,
CAND_55DB8320,15823995,"Summary
Accomplished",15823995@email.com,,,BUSINESS-DEVELOPMENT,Master's,10.0,"Go, AI, Leadership, Sales, Operations, Research, Communication, REST",12,data\AVIATION\15823995.pdf,2025-09-07 23:42:24,,,,,
CAND_5648281B,16279537,Summary,16279537@email.com,,,BUSINESS-DEVELOPMENT,Master's,7.5,"Go, AWS, AI, Leadership, Strategy, Marketing, Operations, Research, Communication",0,data\AVIATION\16279537.pdf,2025-09-07 23:42:26,,,,,
CAND_7132B27B,16449694,"Summary
Diligent",16449694@email.com,,,ACCOUNTANT,Bachelor's,9.2,"Go, React, Redis, AI, Leadership, Accounting, Operations, Research, Communication",12,data\AVIATION\16449694.pdf,2025-09-07 23:42:28,,,,,
CAND_55F9108F,16833515,Professional Summary,16833515@email.com,,,APPAREL,Master's,2.0,"Go, AI, Leadership, Sales, Operations, Photoshop, API, REST",3,data\AVIATION\16833515.pdf,2025-09-07 23:42:31,,,,,
CAND_38EA9017,16850314,"Professional Summary
The",16850314@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Research, Communication",0,data\AVIATION\16850314.pdf,2025-09-07 23:42:32,,,,,
CAND_8B2ABFFA,17008356,"Professional Summary
Account Executive
Accomplished",17008356@email.com,,,ACCOUNTANT,Master's,7.5,"Go, AI, Sales, Business Development, Operations, Research, Networking",6,data\AVIATION\17008356.pdf,2025-09-07 23:42:34,,,,,
CAND_A2EBB85D,17152392,"Summary
Operations Manager",17152392@email.com,,,BUSINESS-DEVELOPMENT,Master's,2.0,"Go, AI, Leadership, Strategy, Sales, Operations, Research, REST",12,data\AVIATION\17152392.pdf,2025-09-07 23:42:36,,,,,
CAND_F1A6838F,17274759,To,17274759@email.com,,,ACCOUNTANT,Master's,7.5,"Go, Redis, AI, Accounting, Operations, Communication",6,data\AVIATION\17274759.pdf,2025-09-07 23:42:38,,,,,
CAND_67C20CD4,17483843,"Summary
Solutions",17483843@email.com,760.830.7097,,AVIATION,Master's,2.0,"Go, AI, Project Management, Sales, Operations, Communication",6,data\AVIATION\17483843.pdf,2025-09-07 23:42:39,,,,,
CAND_ABF37228,17655479,"Summary
Seeking",17655479@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Communication, API",6,data\AVIATION\17655479.pdf,2025-09-07 23:42:41,,,,,
CAND_FD93518B,17686472,"Summary
Comprehensive",17686472@email.com,,,AVIATION,Bachelor's,2.0,"Go, AI, Operations, Research, Communication",6,data\AVIATION\17686472.pdf,2025-09-07 23:42:41,,,,,
CAND_60205F79,17694572,"Professional Summary
Highly",17694572@email.com,,,AVIATION,Master's,7.5,AI,0,data\AVIATION\17694572.pdf,2025-09-07 23:42:42,,,,,
CAND_7F798FAA,17876954,"Summary
Organized",17876954@email.com,,,BPO,Bachelor's,2.0,"Go, Spring, AI, Sales, Operations, Communication",120,data\AVIATION\17876954.pdf,2025-09-07 23:42:44,,,,,
CAND_818AFFDC,17983430,"Career Focus
Dedicated",17983430@email.com,,,INFORMATION-TECHNOLOGY,Bachelor's,2.0,"Go, AI, Sales, REST",12,data\AVIATION\17983430.pdf,2025-09-07 23:42:45,,,,,
CAND_1C03F2D3,18268860,"Summary
Southeast Region Veterans Preference",18268860@email.com,(912)-414-1558,,AVIATION,Bachelor's,10.0,"AI, Operations",0,data\AVIATION\18268860.pdf,2025-09-07 23:42:47,,,,,
CAND_2650DCC2,19284293,"Profile
Seasoned",19284293@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Leadership, Operations, Research, Communication, REST",120,data\AVIATION\19284293.pdf,2025-09-07 23:42:49,,,,,
CAND_B4301037,19506295,"Summary
Forward",19506295@email.com,,,Engineering,Master's,7.5,"C++, Git, AI, Project Management, Leadership, Photoshop",6,data\AVIATION\19506295.pdf,2025-09-07 23:42:51,,,,,
CAND_39BE6858,19818707,"Accomplishments
Developing",19818707@email.com,,,ACCOUNTANT,Master's,7.5,"Go, AI, Leadership, Sales, Finance, Accounting, Operations, Communication, REST",0,data\AVIATION\19818707.pdf,2025-09-07 23:42:52,,,,,
CAND_E7976FDA,20026169,Professional Summary,20026169@email.com,,,AVIATION,Master's,8.75,"AWS, AI, Leadership, Sales, Operations, Research, Communication, REST",6,data\AVIATION\20026169.pdf,2025-09-07 23:42:54,,,,,
CAND_17F465BE,21190805,"Summary
Highly",21190805@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Marketing, Operations, REST, Social Media",0,data\AVIATION\21190805.pdf,2025-09-07 23:42:55,,,,,
CAND_CC020F25,21287405,"Summary
Ambitious",21287405@email.com,,,BPO,Bachelor's,7.5,"Go, AI, Marketing, Operations, Teamwork",12,data\AVIATION\21287405.pdf,2025-09-07 23:42:57,,,,,
CAND_B1B70917,22168194,"Professional Summary
Customer Service Agent",22168194@email.com,,,PUBLIC-RELATIONS,Master's,2.0,"AI, REST",120,data\AVIATION\22168194.pdf,2025-09-07 23:42:59,,,,,
CAND_44C11771,22232367,"Summary
Highly",22232367@email.com,,,INFORMATION-TECHNOLOGY,Bachelor's,7.5,"Python, CSS, SQL, Linux, AI, Project Management, Operations, Research, Networking",6,data\AVIATION\22232367.pdf,2025-09-07 23:43:00,,,,,
CAND_564085BD,22442947,Summary,22442947@email.com,,,AVIATION,Bachelor's,2.0,"Go, AI, Leadership, Operations",0,data\AVIATION\22442947.pdf,2025-09-07 23:43:02,,,,,
CAND_F7A5D005,22650051,"Career Focus
To",22650051@email.com,,,BPO,Master's,7.5,"Go, AI, Operations, Communication",0,data\AVIATION\22650051.pdf,2025-09-07 23:43:03,,,,,
CAND_006BA846,22990761,"Summary
Enthusiastic",22990761@email.com,,,HEALTHCARE,Bachelor's,2.0,"Go, AI, REST",0,data\AVIATION\22990761.pdf,2025-09-07 23:43:05,,,,,
CAND_E871A0A2,23464505,"Career Overview
Developer",23464505@email.com,,,INFORMATION-TECHNOLOGY,Master's,9.825,"Java, C++, Go, HTML, CSS, Angular, Spring, SQL, AWS, Git, Linux, AI, Agile, Scrum, Research, REST",6,data\AVIATION\23464505.pdf,2025-09-07 23:43:06,,,,,
CAND_DE6A7036,23761385,"Summary
Administrative Expert",23761385@email.com,,,Management,Master's,7.5,"Go, AWS, AI, Leadership, Business Development, Accounting, Operations, Communication",12,data\AVIATION\23761385.pdf,2025-09-07 23:43:08,,,,,
CAND_B26FC71F,23985183,Special Hiring Auth,23985183@email.com,,,ACCOUNTANT,Bachelor's,2.0,"Go, AI, Project Management, Leadership, Marketing, Accounting, Operations, Communication",12,data\AVIATION\23985183.pdf,2025-09-07 23:43:10,,,,,
CAND_F3F77E2B,24154692,"Professional Summary
Outgoing Quality Assurance Manager",24154692@email.com,,,BUSINESS-DEVELOPMENT,Bachelor's,7.0,"Go, AI, Marketing, Communication, Cybersecurity",12,data\AVIATION\24154692.pdf,2025-09-07 23:43:11,,,,,
CAND_26EFC45A,24544244,Professional Summary,24544244@email.com,,,Science,Bachelor's,8.5,"Go, AWS, AI, Leadership, Marketing, Sales, Accounting, Research, Communication",0,data\AVIATION\24544244.pdf,2025-09-07 23:43:13,,,,,
CAND_20843466,24589765,"Professional Summary
Strategically",24589765@email.com,,,ACCOUNTANT,Bachelor's,7.5,"Go, AI, Leadership, Sales, Finance, Accounting, Communication, API, REST, Social Media",12,data\AVIATION\24589765.pdf,2025-09-07 23:43:15,,,,,
CAND_956AB14B,24668861,"Profile
Six Sigma Black Belt",24668861@email.com,,,AVIATION,Bachelor's,10.0,"Go, AI, Project Management, Leadership, Finance, Operations, Research",12,data\AVIATION\24668861.pdf,2025-09-07 23:43:18,,,,,
CAND_B7BA661C,24773845,"Summary
Seasoned",24773845@email.com,,,AVIATION,Master's,2.0,"Go, AI, Project Management, Leadership, Operations, Consulting, Communication, API",12,data\AVIATION\24773845.pdf,2025-09-07 23:43:20,,,,,
CAND_F379A706,25625173,"Professional Profile
Over",25625173@email.com,,,BUSINESS-DEVELOPMENT,Bachelor's,2.0,"Go, AI, Project Management, Strategy, Marketing, Sales, Business Development, Operations, Consulting, Research, REST",120,data\AVIATION\25625173.pdf,2025-09-07 23:43:23,,,,,
CAND_7CD231C1,25718772,"Career Overview
To",25718772@email.com,,,BPO,Master's,7.5,"Java, Go, Linux, AI, Strategy, Sales, Operations, Communication, REST, Networking",120,data\AVIATION\25718772.pdf,2025-09-07 23:43:25,,,,,
CAND_ABB3A08D,25719936,"Summary
Seasoned Electrical Engineer",25719936@email.com,,,Engineering,Bachelor's,7.5,"C++, Go, Git, AI, Project Management, Operations",60,data\AVIATION\25719936.pdf,2025-09-07 23:43:27,,,,,
CAND_58CA220B,26279402,Summary,26279402@email.com,10 (2002-2012,,AVIATION,Bachelor's,9.575,"AI, REST",0,data\AVIATION\26279402.pdf,2025-09-07 23:43:28,,,,,
CAND_2A80F5EB,26819872,Summary,26819872@email.com,,,BPO,Master's,2.0,"Go, AI, Leadership, Operations, Research",6,data\AVIATION\26819872.pdf,2025-09-07 23:43:30,,,,,
CAND_2A733B05,26888302,Professional Summary,26888302@email.com,,,Engineering,Bachelor's,9.5,"React, AI, Operations, Research, API, REST",12,data\AVIATION\26888302.pdf,2025-09-07 23:43:32,,,,,
CAND_5B8A1CBE,27502951,Profile,27502951@email.com,,,AVIATION,Master's,2.0,"Go, AI, Sales, Operations, REST, Networking",12,data\AVIATION\27502951.pdf,2025-09-07 23:43:34,,,,,
CAND_216E24FC,27512470,"Professional Summary
Dedicated",27512470@email.com,,,ACCOUNTANT,Master's,7.5,"Go, AI, Leadership, Sales, Finance, Operations, Research, Communication",12,data\AVIATION\27512470.pdf,2025-09-07 23:43:35,,,,,
CAND_241471EC,27902692,"Summary
Analytical Network Administrator",27902692@email.com,,,Engineering,Bachelor's,7.5,"Go, AI, Project Management, Networking",6,data\AVIATION\27902692.pdf,2025-09-07 23:43:36,,,,,
CAND_72FB1878,28020046,"Summary
Results",28020046@email.com,,,BUSINESS-DEVELOPMENT,Bachelor's,7.5,"Go, AI, Leadership, Strategy, Operations, Communication, Photoshop, Illustrator, API",12,data\AVIATION\28020046.pdf,2025-09-07 23:43:38,,,,,
CAND_E5D73854,28186635,"Summary
Program Manager",28186635@email.com,,,BPO,Bachelor's,7.5,"Go, AI, Leadership, Operations",6,data\AVIATION\28186635.pdf,2025-09-07 23:43:39,,,,,
CAND_BF476E30,28383893,Summary,joseph.j.hodgson.mil@mail.mil,,,AVIATION,Master's,7.5,"Go, HTML, AI, Project Management, Leadership, Strategy, Operations, Research, REST",12,data\AVIATION\28383893.pdf,2025-09-07 23:43:43,,,,,
CAND_70097FF4,29161565,"Professional Summary
Dynamic",29161565@email.com,,,Engineering,Bachelor's,1.9,"Go, AI, Leadership, Communication",0,data\AVIATION\29161565.pdf,2025-09-07 23:43:44,,,,,
CAND_22862DA3,29167286,"Experience
Instructor",29167286@email.com,(757-878-5350,,PUBLIC-RELATIONS,Bachelor's,2.0,"AI, Operations, Research",0,data\AVIATION\29167286.pdf,2025-09-07 23:43:45,,,,,
CAND_9A04C690,29221006,"Career Overview
Receive Telephone Calls",29221006@email.com,(901-523-8990,,ACCOUNTANT,Master's,7.0,"Go, Git, AI, Project Management, Leadership, Finance, Accounting, Operations",0,data\AVIATION\29221006.pdf,2025-09-07 23:43:49,,,,,
CAND_0E6FA0F7,29534737,"Summary
To",29534737@email.com,,,AVIATION,Master's,7.5,"AI, Operations, REST",6,data\AVIATION\29534737.pdf,2025-09-07 23:43:50,,,,,
CAND_070601CC,29595906,"Career Focus
Looking",29595906@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Communication, REST",0,data\AVIATION\29595906.pdf,2025-09-07 23:43:51,,,,,
CAND_71806C42,30148777,"Summary
Licensed Paralegal",30148777@email.com,,,ADVOCATE,Master's,7.5,"AI, Sales, Research, REST",6,data\AVIATION\30148777.pdf,2025-09-07 23:43:52,,,,,
CAND_BD6F63B9,31536294,"Professional Summary
Detail",31536294@email.com,,,BUSINESS-DEVELOPMENT,Bachelor's,2.0,"AI, Project Management, Marketing, Sales, Operations, Consulting, Communication, Networking",12,data\AVIATION\31536294.pdf,2025-09-07 23:43:54,,,,,
CAND_2235A432,31605080,Professional Profile,31605080@email.com,,,INFORMATION-TECHNOLOGY,Bachelor's,7.5,"AI, Research",0,data\AVIATION\31605080.pdf,2025-09-07 23:43:54,,,,,
CAND_D0CE4361,32720816,"Career Focus
Earned",32720816@email.com,(405 409 1635,,AVIATION,Bachelor's,9.5,"AI, Leadership, Sales, Operations, REST",0,data\AVIATION\32720816.pdf,2025-09-07 23:43:56,,,,,
CAND_0EE542E9,33627938,"Summary
Dedicated Security Specialist",33627938@email.com,,,INFORMATION-TECHNOLOGY,Master's,10.0,"Go, Git, AI, Operations, Networking",12,data\AVIATION\33627938.pdf,2025-09-07 23:43:58,,,,,
CAND_9171A9CD,34419403,"Summary
Experience",34419403@email.com,,,PUBLIC-RELATIONS,Bachelor's,7.5,"Go, AI, Research, Communication, REST",0,data\AVIATION\34419403.pdf,2025-09-07 23:43:59,,,,,
CAND_D760F322,36252245,"Summary
To",36252245@email.com,,,INFORMATION-TECHNOLOGY,Master's,7.5,"Go, HTML, AI, Leadership, Sales, Accounting, Operations, Research, Communication, Photoshop, Illustrator, REST",6,data\AVIATION\36252245.pdf,2025-09-07 23:44:01,,,,,
CAND_E1E3F174,36727173,"Summary
Military",36727173@email.com,,,BPO,Master's,7.5,"Go, AI, Leadership, Accounting, Operations, Communication",120,data\AVIATION\36727173.pdf,2025-09-07 23:44:02,,,,,
CAND_5C232E1A,37473139,"Professional Summary
The",37473139@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Research, Communication",0,data\AVIATION\37473139.pdf,2025-09-07 23:44:03,,,,,
CAND_890EADD6,38047274,"Summary
Highly",38047274@email.com,,,AVIATION,Bachelor's,2.0,"Go, AWS, AI, Operations, Communication",0,data\AVIATION\38047274.pdf,2025-09-07 23:44:04,,,,,
CAND_3A568F67,38154903,"Summary
Accomplished",38154903@email.com,,,AVIATION,Master's,2.0,AI,0,data\AVIATION\38154903.pdf,2025-09-07 23:44:05,,,,,
CAND_804C61BB,38355831,Summary,38355831@email.com,,,Science,Master's,9.725,"Go, AI, Research, REST",0,data\AVIATION\38355831.pdf,2025-09-07 23:44:06,,,,,
CAND_3A0739EE,38663892,"Professional Summary
Human",38663892@email.com,(405-228-5473,,ACCOUNTANT,Bachelor's,8.5,"Go, AWS, AI, Finance, Accounting, Operations, Research, Communication, REST",12,data\AVIATION\38663892.pdf,2025-09-07 23:44:08,,,,,
CAND_4EAB28A3,38989376,"Summary
Focused Operations Manager",38989376@email.com,,,ACCOUNTANT,Master's,7.5,"Go, AI, Project Management, Leadership, Accounting, Operations",12,data\AVIATION\38989376.pdf,2025-09-07 23:44:10,,,,,
CAND_3E6B7C9D,42427521,"Highlights
Microsoft Office",42427521@email.com,37-100-2008,,Management,Master's,4.6,"C++, Go, AI, Research, Communication",12,data\AVIATION\42427521.pdf,2025-09-07 23:44:13,,,,,
CAND_0377D160,42546558,"Summary
Pursuing",42546558@email.com,,,ACCOUNTANT,Bachelor's,7.5,"Go, Git, AI, Leadership, Accounting, Communication, API",12,data\AVIATION\42546558.pdf,2025-09-07 23:44:14,,,,,
CAND_F1C39ED8,42641525,"Summary
Retired Air Traffic Controller",42641525@email.com,,,AVIATION,Bachelor's,10.0,"Go, Git, AI, Operations, Consulting, REST",120,data\AVIATION\42641525.pdf,2025-09-07 23:44:17,,,,,
CAND_3E9A815A,43408471,"Summary
Profile Honorably Discharged Navy First Class Aviation Specialist",43408471@email.com,,,HR,Master's,0.0,"Go, AI, Operations, REST",0,data\AVIATION\43408471.pdf,2025-09-07 23:44:19,,,,,
CAND_10227B7A,43720116,"Summary
Intellectually",43720116@email.com,,,DESIGNER,Master's,9.25,"Python, HTML, CSS, Git, AI, REST",12,data\AVIATION\43720116.pdf,2025-09-07 23:44:20,,,,,
CAND_7EA56DBC,49646155,"Summary
Over",49646155@email.com,,,BUSINESS-DEVELOPMENT,Bachelor's,7.5,"Go, AI, Project Management, Sales, Operations, Research",12,data\AVIATION\49646155.pdf,2025-09-07 23:44:22,,,,,
CAND_09A07EEC,50775901,"Professional Summary
Completed Bachelors",50775901@email.com,,,PUBLIC-RELATIONS,Bachelor's,8.525,"Go, AI, Operations, Research, Communication",0,data\AVIATION\50775901.pdf,2025-09-07 23:44:24,,,,,
CAND_8577E8BE,54232810,"Professional Summary
Personable",54232810@email.com,,,ACCOUNTANT,Master's,9.25,"Go, AI, Sales, Accounting, Operations, Research, REST, Networking",0,data\AVIATION\54232810.pdf,2025-09-07 23:44:25,,,,,
CAND_5B6DBDBA,58048626,Professional Profile,58048626@email.com,,,BUSINESS-DEVELOPMENT,Master's,7.5,"Go, Git, AI, Marketing, Sales, Accounting, Operations, Research, Communication, Digital Marketing",6,data\AVIATION\58048626.pdf,2025-09-07 23:44:26,,,,,
CAND_17A2CB12,61315605,"Profile
Dedicated System Center",61315605@email.com,,,INFORMATION-TECHNOLOGY,Bachelor's,7.5,"Go, React, AI, Accounting, Networking",6,data\AVIATION\61315605.pdf,2025-09-07 23:44:28,,,,,
CAND_A6CB0EF7,65219288,"Professional Summary
Airport Operations Safety",65219288@email.com,,,BUSINESS-DEVELOPMENT,Bachelor's,7.5,"Go, AI, Sales, Operations, Research",12,data\AVIATION\65219288.pdf,2025-09-07 23:44:29,,,,,
CAND_4ABB40F8,67631413,Summary,67631413@email.com,,,ACCOUNTANT,Bachelor's,7.5,"Go, AI, Accounting, Operations, REST, Networking",0,data\AVIATION\67631413.pdf,2025-09-07 23:44:31,,,,,
CAND_7C644EBB,68216398,"Summary
Certified Plant Operator",68216398@email.com,,,AVIATION,Bachelor's,7.5,"Go, AI, Leadership, Sales, SEO",0,data\AVIATION\68216398.pdf,2025-09-07 23:44:32,,,,,
CAND_F5E5AD9E,69458502,"Profile
Innovative Electrical Engineer",69458502@email.com,+1 7526269604,,AVIATION,Bachelor's,2.0,"Git, AI, Project Management, Operations, Research, Communication, API, REST",24,data\AVIATION\69458502.pdf,2025-09-07 23:44:34,,,,,
CAND_48BB4299,70198580,Summary,70198580@email.com,,,BUSINESS-DEVELOPMENT,Master's,2.0,"Go, AI, Leadership, Sales, Operations, Communication",6,data\AVIATION\70198580.pdf,2025-09-07 23:44:35,,,,,
CAND_E5727E6B,77626587,Summary,77626587@email.com,,,BPO,Bachelor's,7.5,"Go, AI, Project Management, Leadership, Sales, Operations, Research, Communication",0,data\AVIATION\77626587.pdf,2025-09-07 23:44:36,,,,,
CAND_E5EB04BB,81588968,"Summary
Solutions",81588968@email.com,(757)443-0827,,ACCOUNTANT,Master's,8.75,"Go, AI, Accounting, Operations",12,data\AVIATION\81588968.pdf,2025-09-07 23:44:38,,,,,
CAND_8C4B83CA,82738323,"Skills
Licensed",82738323@email.com,,,AVIATION,Bachelor's,7.5,"AI, Leadership, Research",0,data\AVIATION\82738323.pdf,2025-09-07 23:44:39,,,,,
CAND_49F45359,87826037,"Profile
Highly",87826037@email.com,,,AVIATION,Bachelor's,7.75,"AI, REST",6,data\AVIATION\87826037.pdf,2025-09-07 23:44:40,,,,,
CAND_65A737FE,90318913,Summary,90318913@email.com,,,APPAREL,Bachelor's,7.5,"Go, AI",120,data\AVIATION\90318913.pdf,2025-09-07 23:44:42,,,,,
CAND_37445C4A,91431878,"Profile
Forward",91431878@email.com,,,AVIATION,Master's,9.35,"AI, Operations",0,data\AVIATION\91431878.pdf,2025-09-07 23:44:43,,,,,
CAND_8406AB61,92283635,"Summary
Military",92283635@email.com,,,INFORMATION-TECHNOLOGY,Master's,2.0,"Git, AI, Leadership, Operations, Communication, REST",0,data\AVIATION\92283635.pdf,2025-09-07 23:44:44,,,,,
CAND_BF655B65,94137171,"Summary
Dedicated",94137171@email.com,,,AVIATION,Master's,7.5,"Go, AI, Leadership",0,data\AVIATION\94137171.pdf,2025-09-07 23:44:45,,,,,
CAND_72F69CAF,96457008,Summary,96457008@email.com,,,BUSINESS-DEVELOPMENT,Bachelor's,7.5,"Go, AI, Sales, API",0,data\AVIATION\96457008.pdf,2025-09-07 23:44:46,,,,,
CAND_3D71C690,98389424,"Core Qualifications
Detail",98389424@email.com,,,INFORMATION-TECHNOLOGY,Bachelor's,7.5,"Go, Linux, AI, Leadership, Communication, REST",0,data\AVIATION\98389424.pdf,2025-09-07 23:44:47,,,,,
CAND_47A4DB25,99416532,"Summary
Motivated",99416532@email.com,,,BPO,Master's,7.5,"AI, Leadership, Accounting, Operations, Communication",12,data\AVIATION\99416532.pdf,2025-09-07 23:44:49,,,,,
CAND_4E55B6AC,10329506,"Summary
To",10329506@email.com,,,BUSINESS-DEVELOPMENT,Bachelor's,7.5,"AI, Leadership, Marketing, Sales, Research, Communication, Photoshop, Sketch, REST",0,data\BANKING\10329506.pdf,2025-09-07 23:44:50,,,,,
